tweet_text,caution_and_advice,displaced_people_and_evacuations,infrastructure_and_utility_damage,injured_or_dead_people,missing_or_found_people,not_humanitarian,other_relevant_information,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,sympathy_and_support
@LeylaGulenFOX24 @GoingPlacesNP @KatieBlomquist Stay alert and safe from #Dorian2019. Hope Dorian goes away without any damage. ὤF,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"RT @binghamology: Please pray for the Bahamas.. Major Damage is already being reported from Hurricane Dorian. Pray Saints, Pray. ὤFἿE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
This storm wild dawg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"In preparation for #HurricaneDorian Create an Emergency Kit for each pet, with: food, water, meds, carrier, leash, collar, ID, microchip registration, recent photo, potty bags/litter, &amp; bed. ἰ0 DAMC plans to be open normal hours (6:30 AM - 8 PM, daily) as #Dorian passes. ἰ0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Winds in Cat 5 Hurricane #Dorian have increased to 175mph! The pressure is at 922mb. The eyewall is nearing the Abaco Islands, where extreme destruction is possible. 200mph gusts and 20’ of storm surge are possible. This is a life-threatening situation.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@dbongino Youre in my thoughts &amp; prayers to keep you &amp; all those in the path Hurricane Dorian safe as it approaches ὤFὤFὤFὤFὤFὤFὤF♥️,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Thank you @bpowellKSTP and @KSTP for getting the word out about our efforts as they get underway! #TikkunOlam #HurricaneDorian #DisasterReaponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Please pray for the people of Abaco! ὤFὤFὤFὤF We are the news now. Only Twitter has videos like this. Smh #HurricaneDorian2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
#PalsPorch From South Carolina Governor Henry McMaster on Evacuations TOMORROW Sept 2nd at 12Noon. #Dorian2019. ὄ7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tropical Storm Warning has been issued for St Lucie County.#BreakingNewsNow #Breaking_News #BreakingNews #BreakingNewz #BreakingNow #Breaking #TropicalStormWarning #TropicalStorm #Warning #StLucie #SaintLucie #StLucieCo #SaintLucieCo #StLucieCounty #SaintLucieCounty #Dorian,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"RT @TDBank_US: Whatever Dorian brings, were ready to help. Find out more:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Ahead of Hurricane Dorian, the Homeland Security chief had a message: 3,000 people have been deployed to help and federal agencies were fully prepared”",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ὢC Take cover,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"#Dorian is NOTHING to dismiss. A Cat 4 making landfall, moving so slowly, &amp; then battering entire Southeastern coast? Thats a pretty dire forecast. I see days of flooding for a huge area from Port St. Lucie, FL all the way North to Charleston, SC. Please prepare &amp; take action.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"I dont wish this on the neighbors. But, deep down, I would love to see this Greed Palace flattened. Totally destroyed. Mar-a-Emoluments #HurricaneDorian2019 RT Trump’s Mar-a-Lago is in the projected path of #HurricaneDorian | Tampa Bay Times",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Even if #Dorian doesnt make landfall in Florida, it can still get close enough for damaging impacts. NHC has &gt;50% chance of 50 knot (58 mph)+ winds along the east coast. Still a flooding risk, too. #HurricaneDorian",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#MarALago is providing guests and would-be guests with comprehensive warnings on #HurricaneDorian now that its in the official warning zone. Undocumented employees will be relocated to detention camps until the danger is over and they can return to work.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pam Pampe of @VARedCross, was one of dozens of #RedCross volunteers streaming into @ATLairport today - in preparation for #HurricaneDorian relief efforts. Pale volunteers because in 1992, she survived #HurricaneAndrew. My job now is to ask [others] how can I help,” she said.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Is this the 1970’s? No, it’s hurricane preparedness in Florida: extra gas, propane, water, food bars, batteries, etc, etc #Dorian",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New post: UPDATE-BAHAMAS-Barbados PM urges residents to evacuate as Hurricane Dorian approaches,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Please check our website for continuing updates on Hurricane Dorian preparation efforts.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Were able to see a very well-defined eye of #Dorian this morning as it nears the northern #Bahamas. Winds are currently gusting to 185 mph. A 15-20 storm surge is expected along the islands. Rainfall totals could be as high as 30 in isolated areas. #hurricaneseason,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Thank you to the Earth for the anniversary gift, an extended vacation ft. Hurricane Dorian evacuations.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".@BahamasRedCross volunteers are on high alert as #HurricaneDorian, now a Category 5 heads towards #AbacoIslands. Relief supplies have been pre-positioned. @RedCross",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
#breaking #Dorian2019 This video shows damage done with only HALF of the hurricane Worst damage yet to come after the eye moves past ὣ3ὣ3ὣ3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The biggest problem is how to spend all that FEMA cash on fraudulent Mar-a-lago damage claims! #dorianhurricane #MARALAGO #FEMA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"State of emergency declared in South Carolina ahead of possible impacts from Hurricane Dorian mid-next week. North Carolina, Georgia, and Florida have already declared states of emergency.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Per Jacksonville National Weather Service Jacksonville: Category 5 #Dorian poses a significant storm surge threat to coastal northeast FL and southeast GA. Storm surge can cause major damage and poses a,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPDATE ON HURRICANE DORIAN The Hurricane Center says the arrival of the storm poses a life-threatening situation” with hazards that will cause extreme destruction.”,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"@MJVentrice the great great danger is that is not in a hurry, Dorian is moving so slow increasing therefore its damage",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Where are my Orlando peeps at? Any fun pre-hurricane or hurricane activities going on? #Orlando #LoveFL #visitorlando @VISITFLORIDA @VisitOrlando #Florida #HurricaneDorian #HurricaneDorian2019 #hurricanequestions,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@sasseyjudy @Tait1Kathy @beachcrazy70 @edie_rische @PustorinoGina @AthanasiaTrian1 @LiseNilsson2 @SonjaNi41294318 @SanjaHirkic @gandusio @leighduvall1 @Miss_Franco0 @nanfan15 @GHJNancy @ClanHeughan @AngusAngels @odyssey158 @OutLandAnatomy @ClanOutlandish @OutlanderHQ @brigitte_jean @Heughligans @10MinDQ @IrishOutlanders @Robin08139490 @Pennyyo79 @FansoftheScott1 @SummerPic @SabineP2908 @OutlanderUniv @EJamiHEInfinite @JAMMFWarriors @Morry313 @Lassie_1 @ornelas_dawn @DeborahHammon18 @visicilia @MamaG5439 @ElenaFadeeva3 @cecynor @mary_markssngr @mymtbrain @birgit_gerach @BernadetteClaxt @WalkerMrsetw @TartarugaTanya I’ll keep all those impacted by Dorian in my thoughts and prayers. Stay safe, Judy.❤️ὡ8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"@realDonaldTrump Soyou pretty much blamed Puerto Rico for being in the path of Dorian, but now when its Trump country being affected youre all help and concern. Douche.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Being lost in all the Hurricane Dorian news: Hezbollah declared war on Israel a few days ago for killing several of their officers. A few hours ago, Hezbollah destroyed an Israeli tank and claimed to have killed an IDF commander. Another Lebanon-Israel war may have just begun.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"If the @Braves set up the evacuees with some specials, it would make this evacuation so much better! #dorian",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"#Dorian is still a very intense Cat 5 hurricane into the late hours. Sustained winds of 180 mph are down a little bit from earlier today, but 5 mph wont change much in terms of damage. Continued prayers for the Bahamas and for Florida as this extremely dangerous storm approaches",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florida woke up to a feeling of relief today with the overnight updates about #HurricaneDorian and news outlets that get paid by the click like this one are still at it with their use of verbs like hurtles” #SaturdayThoughts,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"@AngelaBuffalo23 Tell him not to tune out, get supplies, and to be ready to act quickly if things change. No hurricane watch for Broward county, but Dorian will be very close the next few days and things could change.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Love this guy and his org. Theyre ready to get to the Bahamas cuz Dorian, but they also help anywhere theres a need, whether natural disasters or long-term domestic situations where people are displaced. Food isnt just nourishment, it keeps the soul uplifted and energy high.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
".@GovRonDeSantis declared a state of emergency for all Florida counties. Floridians can now receive prescription refills for extra 30-day supply for most prescriptions, but medications must have authorized refills remaining. #FLPrepares via @SunBizGriffin",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I feel bad for all the people that wasted millions of dollars on water and generators food etc in Florida just so the weather reporters can say welp it’s steering away from Florida not as bad as we predicted #HurricaneDorian sorry for your loss of money our hands are tied,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Horrifying damage in the Bahamas after Category 5 Hurricane #Dorian makes landfall,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @RepBrianMast: Can anybody help me find the owner of this bear before #HurricaneDorian?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Please be safe this weekend and keep an eye on your local forecast. ☔️ We will be ready to help after #Dorian passes.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"As #HurricaneDorian approaches Florida, @TXBaptistMen is poised for its largest disaster relief effort since Hurricane Harvey. To support the disaster relief ministry of Texas Baptist Men visit: .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Dorian will still be a hurricane on Friday as he moves just off the coast. Dangerous conditions along the eastern seaboard through the next 7 days.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"SUNDAY 11:45AM EMERGENCY NOTIFICATION: All EFSC Campuses will remain closed until a planned reopening on Mon., 9/9, because of Hurricane Dorian, which is now a dangerous Category 5 storm near the Bahamas. We will continue to share Timely Updates here &amp; at",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".@LeeEOC also recommends pet owners keep a Pet Emergency Kit that should include a three-day supply of water and food kept in a waterproof container, a safety harness, leash, waste clean up supplies and a copy of up-to-date medical records. #SWFL #Dorian",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@jeffmason1 @realDonaldTrump You didn’t think he was actually telling the truth, did you? Why would he set such a precedent all of a sudden?! But, how much FEMA cash is he going to pocket if any of his personal Florida properties are damaged by Dorian?",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Huge sigh of relief. I had half been holding my breath for at least 5 days, so you can believe me when I say that sigh was huge. #Dorian Now one of my chicks who’s left the nest is in the path, but I trust the DoD is fully prepared.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"DORIAN DEVASTATION: Please pray for us, me and my baby.” This heartbreaking video shows Dorian rolling through the Bahamas as a woman and her baby are stuck due to rising water. Roofs on nearby buildings are ripped off. @wjxt4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @Jashaun06: Prayers to everybody back home! Lord watch over everybody who is affected by this hurricane.. ὤFἿE #HurricaneDorian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
@WhiteHouse @realDonaldTrump The most meaningless &amp; careless administration in the history of America! May they all be victims so that they can see where they failed us! #Pence #Trump #HurricaneDorian #NRABloodMoney #TrumpBodyCount,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
I said Day 1 this would be a Cat5 and I still stand by it. What I hope is that it turns before land &amp; gets out to sea. All the criteria in place and its strengthening so fast because of warm warm water low shear and nothing in its way. We rely on the Bermuda High! #Dorian,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sustained winds of 143MPH Gusting to 171 in Marsh Harbor Extreme catastrophic damage ongoing in the Bahamas. #DORIAN is a cataclysmic event. #TropicalUpdate ἰ0ἰ0ἰ0ἰ0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @KammahAya: I pray for them #Bahamas #HurricaneDorian #Dorian2019 #hurricane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kim Campbell is happy that people will be killed in the process @AKimCampbell Former Canadian PM says shes rooting for a direct hit of Hurricane Dorian on Mar-a-Lago  #FoxNews,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"As #hurricanedorian continues it’s path eastward, our hearts go out to the people in the Bahamas and along the US coast. We know all too well how hurricanes can change lives. Leon County stands ready to assist with disaster response &amp; recovery if needed. #hurricanestrong",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
To All my #Twitter Family &amp; Friends in the path of this beast my thoughts &amp; prayers are with ALL of you! Please be safe and take shelter ὤFὤFὤF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Aug 31 - day 21 New category - Senseless Shooting (SS) SS - 10 shot at a football game in Alabama SS - 20 shot, 5 killed in Odessa Texas BTB - Trump golfs as Dorian grows in strength and people are killed (see above)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
What is ICE plan for Homestead FL Tents during Dorian? Migrant Children Are Spending Months ‘Crammed’ in a Temporary Florida Shelter - The New York Times,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Please keep praying over our brothers and sisters in the areas where hurricane Dorian is and headed. We (including me) all need to hit our knees and cry out. If it’s been a while tonight might be the night to break some chains in your life and lift others up too.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MORE: Officials say 2,785 law enforcement and national guard members are on the roads to assist with traffic in the South Carolina. Officials say things are operating smoothly. #HurricaneDorian",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"As #HurricaneDorian heads toward our state, the entire FL Congressional delegation just sent a letter to President Trump urging him to swiftly approve Gov. DeSantis request for a pre-landfall emergency declaration.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Here is a graphic that shows what areas could see what impacts from Hurricane #Dorian based on the different track possibilities. #Tropics,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"@Jacv824Jane @ConstanceUndone I posted an acknowledgment of the error, it was from a parody account, with the history that Trump has bragged about getting 17 million from Fema with no damage to Mara logo.  You are a great honest resister. Thank you.ὄDἳ9Ὁ9ἰA",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dorian who? #ribs #jerkchix #bbqchix #bakedbeans #jerkchickenpastasalad #macncheese SW216TH &amp; SW112TH, next to RaceTrac, WHITE tent, ὄ0 4 ἞F἟2἞D἟9 See y’all down at the compound!",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Update 3pm EST @NOAA the models are nearly all in agreement of a slight easterly push away from Floridas mainland where I live. The local news is causing panic.. stores are mobbed, bottled water, canned goods, gas all gone! My County is at a Level 2 alert stage #hurricanedorian",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"We are alert and preparing in Miami as #HurricaneDorian is intensifying, be safe as we learn more and stay updated. #HurricanePrep #water #HurricaneDorian2019",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Miami-Dade residents are taking no chances even though the forecast cone for #HurricaneDorian includes less of Florida. About 1,500 sand bags are being given away for free right now at Norman &amp; Jean Reach Park to keep floodwaters away from homes and businesses.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Need a #team of folks that are #dedicated to #helping others to contact me if they are interested in #organizing #relief for victims of natural disasters. Namely as of now Hurricane Dorian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Unfortunately the Bahamas are currently experiencing the worst of Dorian, and my thoughts and prayers go to the victims ὤF❤ Ill also be praying for my family in Florida and to all the other places in its trajectory, please stay safe I dont want anyone to ever experience this",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
I bet if it gets destroyed hes going to approve all the money for that hotel to get rebuilt,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"RT @MiamiHerald: BREAKING: Mandatory evacuation ordered in Palm Beach, Martin counties includes Mar-a-Lago. #HurricaneDorian /",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".@PHXFire FEMA AZ-TF1 is readying itself in the case of call-up for Hurricane Dorian relief efforts. AZ-TF1 could be activated today or tomorrow and will be ready to make the 30 hour, 2138 mile drive to Tallahassee, Florida. @KTAR923",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
To Aid the @RedCross Text Dorian to 90999 $10 donation. will ask for your Zip code. easy peasy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
#HurricaneDorian is looking a lot like #HurricaneMatthew which breezed up the Florida coast. But it cause MAJOR damage. I lived in Jacksonville at the time. This is what happened there. @KatieWallsWSB is constantly going over new data so you can stay safe.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@realDonaldTrump Because I’m fairly sure you won’t be helping the Dorian victims in Florida, here are some good suggestions from an old friend:",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"In my ‘thoughts and prayers’ are Israel who must get rid of it’s cancerous Hezbollah and the Iranian Mullahs, Jews fighting anti-Semitism, and of course those in the path of Dorian.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
.@Amor_vuelveTX @MissClioMurray @Come_For_T @dollythercat @setzacat @TobiasAndJasper @FartyCheddarCat @SoxAndD @AngelCandyMom @patriciaorteg13 Eye over water as it gets close to me. ἰ0 #HurricaneDorian #DorianFlorida #DorianHurricane #HurricaneDorian2019 #Hurricane #Dorian ἰ0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"While many people may be fleeing from #HurricaneDorian, dozens of Consumers Energy crews from Michigan are heading toward the storm, ready to help in the aftermath.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Most people are normal and are hoping you all make it through the storm with minimal damage to your person and property. America is with you. Ignore those anal orifices that wish you harm. Please take your pets if you evacuate.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Giving to well vetted sources during emergency relief is critical to ensuring funds are used as intended--completely comfortable recommending @TeamRubicon as the org you donate to in response to Hurricane Dorian.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"A cell phone video from #Abaco site name is Bahamas local. It says it is 35mins old, surge waste deep-receding, roof gone, windows gone, building partially collapsed; #Dorian:",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@realDonaldTrump @larryellison @WarrenBuffett @JeffBezos @BillGates Writer online alerted people living in Ft. Lauderdale to be careful of branches &amp; COCONUTS that can hit a car &amp; damage it because of Dorian. So if a tornado hit Idaho, wed be on the lookout for FLYING POTATOES?",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#EVACUATION time #Dorian says so,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#JAX #evacuation zones. #Jacksonville #FL #HurricaneDorian,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"RT @CominAtYaAgain: MANY evacuation centers are PET FRIENDLY! Do not make excuses, take your pets WITH YOU!!",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Well as we sit in these broke down Mobile homes waiting still for FEMA aid that Trump again is transferring to immigrants We have Dorian on the cuspSo America whose winningI didnt always live in a Mobile home broke down by hurricane with no aid I lived many fine places.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"As we prepare for #HurricaneDorian in Florida, we have started a fund for relief and recovery efforts: To donate please click here:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Hurricane Dorian is coming, and this N.J. task force is already in Florida to help",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"HURRICANE SNACK BAGS: Many of my students use backpack buddies to provide food for them &amp; free breakfast/lunch. I want to make sure they have something to eat if we are out of school for days. Chips, granola bars, applesauce, water, juice, all in a ziplock bag. #HurricaneDorian",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
@AMer_I_Ca @pulte Stay safe! ὤF Hey @pulte we should get some Dorian donations started ahead of time. Red Cross is probably easiest. Are they the best option? I can do $50 now. @pulte #teampulte #TwitterPhilanthropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Grand Bahamas and Abacos will need a lot of help this week and for years. Please consider helping them. #BahamasRelief #Dorian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Floridians, specifically those who voted for @realDonaldTrump. No way of knowing if there will be sufficient $ in the disaster relief fund, should Dorian (C4 hurricane) cause major damage. But rest assured, DT will spend that $ on the wall you voted for! Thoughts and Prayers!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
We are ready to help those in the wake of Hurricane Dorian. Make a donation today to support the relief efforts that will soon be needed. Weve have worked every day since Hurricane Andrew to connect those in need with those who can help. Donate here:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The core of #Dorian is like an EF-4 tornado only over a larger area and for a much longer period of time for parts of the Bahamas. Insane.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
But FEMA tents tho,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Heres to the guys from EJ Electric in CT! Crews are giving up their holiday weekend and already rolling south to combat the damage that hurricane Dorian is going to dump on FL and GA. Fair winds and stay safe boys.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RIGHT NOW: Red flags are up at beaches. Rip tides/rip currents are rough. They discourage people from going in the water. Beach communities focused on monitoring coastal impacts and areas prone to flooding. @ActionNewsJax @WOKVNews #HurricaneDorian,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
I’m praying for my Florida friends this weekend! #Dorian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
**BREAKING** The latest track from the @NationalHurricaneCenter has #Dorian making a turn even soonerbarely clipping the Florida Coast. Its not time to breathe a sigh of relief yetAlmost the entire state is still in the cone of uncertainty. @CBS46,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"1. Have your plan in place 2. Declaration of a State of Emergency is NOT an evacuation order. 3. If there is an evacuation order for Dorian, routes could be complicated by evacuees from FL &amp; GA. 4. Mount Pleasant will publicize when we go to higher states of readiness.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"All BocaCare offices, including the Boca Raton Regional Hospital Urgent Care Centers, will be closed on Tuesday, September 3. For the latest information, visit  #Dorian #BocaRaton",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"This is just horrible to see, Marsh Harbour is destroyed from Hurricane Dorian. They have another round to go because this was filmed during the eye of the storm! Thanks to  for the amazing video! #bahamas #hurricanedorian #hurricane",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"#HurricaneDorian donations so far: Checks promised $1,150.00 $250 GoFundMe. 40 cases bottled H20 Baby wipes. Every dollar goes to helping Americans! I’m volunteering my time, vehicle. Thank you to everyone who’s chipping in, help me reach my goal!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @DJHOMEWRECKR: IM REALLY HOPING MIAMI DOESNT GET HIT! SENDING SOME THOUGHTS UP FOR ALL MY FRIENDS DOWN THERE, PLEASE BE PREPARED! :",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"As #Dorians new track threatens NC, tune in for a new Education Matters tonight at 7:30 PM on @WRAL where we discuss recent hurricanes that battered our public schools and lessons learned for recovery from two education leaders including Craven Co. Supt Meghan Doyle. #NCED",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"#HurricaneDorian has reached the Bahamas as a #Category5 storm, and states from Florida to Maryland are in its path. We’re connecting w/ partners &amp; reaching out to our medical volunteers as we prepare to respond where we’re needed.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Hurricane Dorian: Evacuation order in Palm Beach, Martin counties. Palm Beach Co is one of the state’s most populous regions &amp; the evacuation orders cover long swaths of beach front, including Trump’s Mar-a-lago resort. Be safe ὤFἿBὤFἿB",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Memes aside, #HurricaneDorian is a serious storm capable of devastating, if not catastrophic damage. Anyone living within the outlined area is at risk. Is a curve out to sea possible? Absolutely, but so is a direct landfall. Be alert. Be smart. Stay informed. Be safe.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@Mysteriousfmxx If it makes landfall on Mon. we should be okay for Exxxotica. But, its still an unknown. Were flying in Sun. early morning ahead of Dorian. Hopefully, it hits as far north as possible w less pop. density and damage!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 p.m. storm update 9/1: During and after #HurricaneDorian, if you do not have power there is a chance that the sanitary sewer lift station that services your home is also out of power. Residents are asked to conserve water and reduce use. If you have questions, call 386-671-8815",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I’m gonna Huff and Puff and blow all the Functionality Obsolete Buildings Down Daytona #Dorian You’ll thank me laterᾑ3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RT @Breaking911: Utility Workers From Across The County Are In Florida (&amp; Other States) To Assist In #Dorian Aftermath Efforts,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Thank you to Big Fluffy Dog Rescue of Nashville and Pilots n Paws for helping these shelter animals escape Dorian!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @AlexDiPrato: Very devestating for the Bahamas. Horrible.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Can Dorian please fucking hit us? I need the days off,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
