tweet_text,caution_and_advice,displaced_people_and_evacuations,infrastructure_and_utility_damage,injured_or_dead_people,missing_or_found_people,not_humanitarian,other_relevant_information,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,sympathy_and_support
"At Malmurri village in Wayanad, in #Kerala - 7 homes were swept away by massive landslide at 10.30 am on 9 August. 65 families, including 20 children have moved out of village to relief camps. Save the Children assessed the damage @stc_india #KeralaReliefFund #KeralaFloodRelief",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@AndColorPockeT @rahulroushan But #Kerala got #Communists who know only destruction. So dont compare with Gujarat or any other state. Pray for people of kerala that God protects from Flood as well as from Communism.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
State disaster management system in action after Kerala floods #KeralaFloods,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"*YOU* helped to save 1000s of people stuck during the #KeralaFloods. Now its time to rebuild it. You can *REGISTER* as a *VOLUNTEER* here. If you are already in a relief camp, you can request for volunteers or materials too. We shall coordinate with",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Modi Govt Refused UAE’s ₹700 crore offer to Kerala for flood relief citing precedent. But, National Disaster Management Plan 2016 Guidelines say in Chapter 9, Sub Title 2 - Accepting Foreign Assistance” - says a different story (1/2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"The unprecedented floods that devastated Kerala will have a massive Rs 30,000 crore impact on local industries, according to the Confederation of Indian Industry, with tourism impacted the most. #KeralaFloods #Economic #Gdp",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@rashmipatel09 Had you contributed to Kerala flood relief camp?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"#KeralaFloods2018 #PrayForKerala Dear all, My state calling for help in the crisis of natural calamity..! Heavy rain, massive floods and disastrous land sliding all through the state of Kerala, India..!! Many lost their life, many lost",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sujay V Kumar could be a person with opinion who writes on a blog  which claims #KeralaFloods were due to opening of dams at once. 5 days ago @toi reported NASA pointing out that floods were due to cloud bands on western ghats. Seriously no offence.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mizoram has offered Rs 2 crore aid for Kerala. While J&amp;K Bank staffers will be contributing Rs 11 crore to the Kerala relief fund. #KeralaFloods Follow LIVE updates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Even NASA report says that Kerala Floods is also a Man Made Disaster along with Rains. How? Well, NASA report says that authorities opened 80 dams in the region at the same time, including the",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @Kashmir_Monitor: JK Bank staff to donate Rs 11 Cr to Kerala flood victims,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @mathrubhumi: Kerala flood: Agriculture Ministry allots immediate aid of Rs 93 cr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @ActorVijayTeam: #Thalapathy #Vijay has donated 70 lakhs towards the relief fund in #Kerala! ὤF #KeralaFloodRelief #KeralFloods2018 htt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Kerala flood: Kerala off red alert but IMD’s rain forecast keeps it on edge | India News,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
It’s the time of deep sadness. But we are ready to rebuild from the ashes. #KeralaFlooding #RainHavoc #floods #KeralaReliefFund #KeralaFloods #SOSKerala #wearewithkerala #HelpKerala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Honda announces free Service Drive and Exchange benefits for customers in the flood-hit state of Kerala. To know more :,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"#Heavenz is always #praying for everyone out there.With the ongoing #natural calamities occurring in #Kerala, we pray for the good ὤFἿB #prayforkerala #wewithyou #floods #praying",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"It’s only natural for the organisation and employees who stood firmly with Tuticorin public during floods in 2015, to stand shoulder to shoulder with our chetans &amp; Chechis in their hour of need! Long live humanity!!",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @vishaljacob: @reeethi @rajeevpoduval @sheetalgoel @birendrax @tejkaran @websatan @islesofelle please help spread the word /,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"International Disaster With or without the labeling, #KeralaFloods was a humongous National Disaster. But @RahulGandhi s tour of Europe has turned into an International Disaster. @narendramodi must arrange for immediate relief",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"12 people (mostly old people) stranded at 22/250 Railway Bridge Road Ambalapattu Madom Chalakudy 680 307, phones down 9444914357, 9444954852, need immediate help #KeralaFloods #HelpKerala",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @V6_Suresh: Hero @ramsayz donates 5 lakhs to victims of #KeralaFloods through @CMOKerala ὄFὄF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"we are reaching out communities and distributing necessary food supplies however more people are in need of food and basic needs #KeralaFloods To support, please visit",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Dear @amazonIN, a lot of people in India and abroad are keen to provide relief materials to the flood affected people in Kodagu district in Karnataka. It is possible to launch a campaign for Kodagu like you did for Kerala?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
53 people have died due to Rat Fever in the past one week in #Kerala Does that figure in Health indicators ? #KeralaReliefFund #KeralaFloodRelief,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"RT @scroll_in: Kerala flood relief: Sex workers in Maharashtra donate Rs 21,000, will raise more funds",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"#Shared #keralafloods Hi we r travelling from Chennai to Ekm tonight. Planning to carry medicines..if anyone in Chennai wishes to deliver medicines to the relief camp ..baby food ..pls contact Us on Shilpa..9538993376, Arun..9745265766",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#KeralaFloodRelief Please contribute as much as you can to help Kerala get back on its feet.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
@RifatJawaid Stop faking news Rifat !! There is no aid promised by UAE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Why did #Modi not declare the #kerala floods a National Disaster?? See Modi Governments Prioritiesὄ7 #KeralaFloods #KeralaFloodRelief #KeralaReliefFund,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CBSE to Provide Digital Marksheets to Kerala Flood Affected Students Read:  #CBSE #KeralaFloods,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
@ActorKartikeya donated 2L to #KeralaFloods ὄF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Goosebumps Moment.. Hoisting the National Flag in #Kerala despite the floods.. Praying for the safety of everyone.. Rains are forecast for the next four days.. #KeralaFloods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The death toll has climbed to more than 400 as southern India is hit with the worst flooding in a century. #KeralaFloods,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"The due date for filing #incometaxreturn for assessees in #Kerala has been extended by 15 days to 15 September following devastating #floods which have affected life in the state, the #CBDT said on Tuesday.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Flood affected 650 schools, says Education Minister",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"At least 370 people have been killed by the #KeralaFloods, over 1 million displaced &amp; just the preliminary estimate of losses is Rs 20,000 crore. Ive donated to the CMs Disaster Relief Fund &amp; urge everyone to do so too. Give big, give small, but do give.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kerala flood toll reaches 370, rescue operations continue #Floodrelief #KeralaReliefFund #KeralaFloods #KeralaFloodRelief #PinarayiVijayan @DefenceMinIndia @CMOKerala @SpokespersonMoD @indiannavy @DG_PIB @MIB_India @rajnathsingh @PIBTvpm @IAF_MCC",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#KeralaFloodRelief #SevaBharati #സ്വാന്തനമായ്സേവാഭാരതി #Me_With_Sevabharathi Come forward and spare Rs 100 to help the flood victims in kerala along with Sevabharathi Deseeya Seva bharathi Keralam Account no - 002700100040740 IFSC- DLXB0000027 BANK - Dhanlaxmi Bank S L Puram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
But the real heroes in rescue efforts are fishermen- they came from other districts with their boats loaded in truck. They could reach those places wherein even army/navy could not reach. They had faced tsunami so knew how it feels to be in a calamity. #KeralaFlood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"18/08/18 03.26PM 120 loafs of Bread and 50 chapathis available Food Collection Point: Girinagar, Kadavanthra 9744304403 (Jyoti Jawahar) 9946049966 (Muralidharin) 8547382482 (Praveen) #Resources #KeralaFloodRelief",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
We have organized 300 Kgs of relief material in Berlin &amp; Frankfurt to send to Kerala flood relief camps. Can we please get some help in bringing this to Kerala? #keralafloods #helpkerala @SushmaSwaraj @MEAIndia @airindiain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
@MoSalah Please Help Kerala. #Keralaneedyoursupport #KeralaFloodRelief #keralalovessalah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Go to  to share your location and get help seamlessly. You can request food, water, shelter, clothes and other necessities through this portal. Lets stand together and help our brothers and sisters! #KeralaFloods #SaveKerala #KeralaBlasters",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Supporting #KeralaFloods. Trivandrum plant officers and workmen contributes to #KeralaFloodsRelief initiatives. Material handed over to Dy. Collector trivandrum. @BPCLimited @BPCLLPG @CMOKerala @dpradhanbjp @cmdbpcl @AshutoshJindalS @ISrinivasRao2 @PeethambarantT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Kudos to CBE #Thala #Ajith fans for directly distributing relief materials to those affected in #Kerala floods.ὄFἿBὄFἿB #Ernakulam #KeralaFloodRelief #KeralaFloods2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"#ChengannurNeedsHelp Collge of Engineering, Chengannur has shortage of food in the camp Plz Share to the people Concerned Ones ready to Help Contact the Volunteer Rabeesh N Contact no : 9544004929 #KeralaFloods",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Kerala Flood Relief from AIMIM dispatched to Thiruvananthapuram , Kerala through Air India. @asadowaisi #AIMIMReliefForKerala #KeralaFloodRelief #KeralaFloods #Kerala @AIMIM_faraaz @mir19in @CMOKerala",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"10,000 km of roads, 1 lakh houses damaged: Kerala recovery will take years #KeralaFloodRelief",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"RT: Kerala’s Monsoon: Lessons From Recent Floods in India: Media call it the worst flood of the century in the region. After more than two weeks of relentless rain, Kerala, a state at the southern tip of India, known",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"People of Other states when floods evryYear: Please help us in distress situation. We are in need of help. Keralites living outside Kerala when Kerala flooded once: You idiot cow belt Sanghis, cant you see our state flooding, help us you illiterate moron! #KeralaFloods",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"My Sincere Thanks To @AfcKerala Team For their Extraordinary Efforts Taken During #KeralaFloods They Have Tweeted only about Kerala Relief Materials, Help Assistance, etc for 24×7, not even tweeted about any THALA related tweets. Humanity Still ExistsὤF #KeralaAjithFans Ὁ3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"#KeralaFloods Keral Adventure sports club willing to assist rescue operations Ctc : Ernakulam/aluva Ranjith+91 90372 10585 Alby+91 98478 12781 Shion +91 9656880212 Anil+91 99619 37355 Nikhil +91 96457 62276 Kadavathra, Thriponithara Glinter +91 81294 84249",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Kerala Flood Relief - Contacts If you know of anyone providing services like: Shelter Water Transportation Stay Food Medical Helpline Ambulances Please add here:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"His house in Alleppey district, Kerala is half-collapsed due to the floods. But he is compelled to live in the vulnerable house in absence of any alternatives. #KeralaFloods",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@t_d_h_nair Like #ChennaiFloods , #KeralaFloods was caused by sudden &amp; indiscriminate release of water from dams. Remember, there was no cloud burst in both cases. For Chennai Floods not one Govt Employee went to jail. To prove that #Kerala is better managed, it has to hang the culprits.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Participation of enthused #RallyforRivers volunteers for #KeralaFloodRelief has immensely helped the affected people &amp; taken the relief operations to a new level. Much remains to be done to bring life back to normalcy. -Sg #KeralaFloods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
With all our hearts we pray for Kerala and hope this natural disaster passes without causing more damage to life. #KeralaFloods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The shirts of Kostal Manolas, Alessandro Florenzi, Patrik Schick, Aleksandar Kolarov and Lorenzo Pellegrini will be auctioned. Read to know more about AS Romas donation for the Kerala flood relief fund.. ὄ9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Our thoughts are with our friends in Kerala impacted by the flash floods that have hit the area. @KeralaBlasters @kbfc_manjappada #KeralaFloods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Drop off locations for items in Bengaluru for #KeralaFloodRelief #KeralaFloods #Donate4Kerala #DonateForKerala #KeralaFloods Cc @kiranshaw @anilkumble1074 @PankajAdvani247 @kavita_krishnan @KavithaReddy16 @aapkaprithvi @WFRising @srinualavilli @tarauk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"If you knw of pple who require help or have loved ones stuck in Aluva and does not have access to food or water or are unable to reach them and you want us to check on them, please let us knw. Vijay Varghese Paul +91 9538231157 Vivek Paul +91 9987155718 #KeralaFlood #DoKerala",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Their is an audio clip being circulated on whatsapp by an educated Sanghi goon from RSS who is asking ppl not to donate money or food supplies as the ppl in Kerala are rich enough, instead send carpenters &amp; electricians. Thread..1 of 3 #KeralaReliefFund",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @Vision2020Info: Several organisations are helping out with rebuilding after Kerala Floods. Great service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Light at the end of the tunnel. After five days of incessant efforts in adverse conditions, Kerala finally breathing a sigh of relief. A big salute to everyone who contributed in whatever little way they did. #KeralaFloods #KeralaFloodRelief",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tamil Nadu girl who donated her savings to Kerala flood relief gets brand new cycle #Trending,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"In Kerala, hundreds of animal carcasses floating on the water. In Chalakudy only, at least 300 cows (matas) have died. No sanghi has reached there. All they do is spreading hate, fake news, violence and creating chaos during a national disaster. #KeralaFloods",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"#Verified If you need individual or group counseling, please contact Active Minds Clinic at Vaikom (#Kottayam, #Ernakulam) for free sessions. Dileep 919447367757 Brahmanayakam 9447387772 Sujit Edwin 7907587004 Ajay 919446744488 #KeralaFloods #RebuildKerala",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"15 Lorries of Basic Requirements like Food , Clothes are Sended to Peoples of #Kerala who all affect by #KeralaFloods - #KeralaFloodRelief on behalf of #Thalapathy @actorvijay ὤF❤ !",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
New Mahindra Marazzo gifted to fisherman for helping people during Kerala floods  @MahindraMarazzo @anandmahindra @MahindraRise @RajanWadhera1 @Vivek_Nayer @GoenkaPk #MahindraMarazzo #Mahindra #Marazzo #KeralaFloods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
#KeralaFloods | Indian Naval Ship Deepak disembarked rations and drinking water at Southern Navy Command in Kochi Picture Credits: ANI Follow our LIVE blog for updates:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
#RebuildKerala #KeralaFloods Diseases tend to spread in the wake of floods. heres how to prevent #dengue. Infographics via  Pls RT/share as needed.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @MihirkJha: Speechless.. Love .. humanity .. #Floods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
What Modi has given to Kerala is grossly insufficient for urgent rescue and relief: Sitaram Yechury #KeralaFloods #KeralaFloodRelief,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Trivandrum #LPG territory Allapuzha distributors ensured,they are working on onam to feed #flood affected areas. #KeralaWeAreWIthYou #KeralaFloods @BPCLimited @BPCLLPG @dpradhanbjp @CMOKerala @AshutoshJindalS @cmdbpcl @ISrinivasRao2 @PeethambarantT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Telangana Haj Committee Chairman Masi Ullah Khan has pledged to donate his one month’s salary for Kerala flood relief.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Delhi Police donates Rs 1 crore for Kerala flood victims #delhipolice #KeralaFloods2018 #KeralaFloods #Kerala @DelhiPolice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RHA Pune sending 10,000 water purifying tablets for Kerala Relief camps. All thanks to @IndiGo6E for carrying this life saving cargo on good will ὉA 10,000 tablets mean 15 lac litres of purified drinking water! #RHA #Pune #InThisTogether #KeralaFloods",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"So, now Mr Kokkachi has become a crybaby. If you are not familiar this is the same Suresh from that audio clip you got on WhatsApp in the past few days urging people not to help #KeralaFloods victims, because only rich people were affected. #KeralaFloodRelief #KeralaReliefFund",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Update: Maharashtra Medical team reaches Kerala and immediately begins relief efforts. 3teams each have been formed for Ernakulam,Pathanamthitta &amp; Thrissur. Meanwhile Coast Guard ship also reached Kochi with relief material from Maharashtra. #MaharashtraWithKerala #KeralaFloods",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"The Malayali Welfare Association is Samachar Apartments in Mayur Vihar Phase One, Delhi is organizing a collection camp for Kerala flood relief work. Here are the details. #KeralaFlood #donate",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Thousands of RSS Swayamsevaks joined in Massive Hygienic (cleaning) drive in different Flood hit zones in Kerala. Every local unit of Seva Bharati is leading the Post-Flood Relief works in its near by areas.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"JK Bank staff steps in to help #KeralaFlood victims by donating Rs.11 Cr. While Chairman &amp; CEO, Parvez Ahmed, will contribute his 2 months salary, other staffers have decided to donate their six days salary during this time of severe crisis. Good gesture.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Some Indians thanking Cristiano Ronaldo on Twitter for donating Rs 77 crore for Kerala flood relief, which he has not done. Its a rumour. Those same Indians are abusing Govt of India even though it has already done a lot, and will do enough in coming days to revive Kerala again.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Thanks to our Goemkars for showing compassion &amp; generosity. #KeralaFloodRelief materials flagged off by our @Goaforwardparty President @VijaiSardesai today. Youth President @rajmalik99 will personally handover the materials to #Allepey district collector.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"The people of Kerala come together to ensure the rescue &amp; relief to the millions of people impacted after the #KeralaFloods. Meanwhile, global capitalism threatens another finance crisis &amp; everyday people feel the impact of neoliberal reforms. For more:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Thank you everyone for staying united and for all your much needed help. We are all one and lets stay like this alwaysὤF❤️. #KeralaFloods #KeralaFloodRelief #BigBossMalayalam @Pearle_Maaney @asianet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
India has the means &amp; expertise to handle natural calamity like #KeralaFloods or terrorism. An united India had proven that during #KeralaFloodRelief operation &amp; no terrorism excluding #Kashmir since 2014. But forces with sinister agenda insisting for foreign help is ridiculous.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Truck Drivers are driving their trucks day and night so that they can deliver essential relief materials like food, vegetables, clothes and medicines to those people of Kerala who are facing the flood situation for the last few days.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @CensorReports: Jr NTR 25lks, Kalyan Ram 10lks donated to #KeralaFloodRelief",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Kattappana (Idukki) Thalapathy Vijay Fans Delivering The Things Sent By Vijay Anna To People Affected By Flood. #KeralaFloods #KeralaFloodRelief #RebuildKerala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Would @vijayanpinarayi clarify if the financial assistance is a loan or a donation? #KeralaFloods #KeralaFloodRelief,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"@NivinOfficial @Colgate @HUL_News @DettolIndia @BDUTT @ShekharGupta @sardesairajdeep @ShivAroor @fayedsouza @madhutrehan @Zakka_Jacob @virsanghvi @ARanganathan72 Dear All, Please help spread the word!! We need all the help we can get! Thanks Much. #KeralaFloods #KeralaRebuilds ὤF",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#KeralaFloods | NASA has released a video showing the spread of the resulting severe flooding in Kerala and parts of Karnataka. #KeralaFloodRelief #kerala,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Rescue team save my 2 month old baby frm #keralafloods. Thanks to rescue team, n now the time for rehabilitation and rebuilding of kerala. Together v can #rebuildkerala. Pls help us.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"#KeralaFloods Wondering if Drones could be used in Kerala, to reach where rescue team/boats/choppers are not able to reach/have not reached.Drones could do Ariel survey/ take photos &amp; videos of locations where people are stuck surrounded by water which can save more lives asap!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"After the review of the situation in Kerala, Honble Prime Minister Shri @narendramodi announced multiple relief measures for #KeralaFloods2018 including financial assistance of Rs 500 crore in addition to the Rs 100 crore announced by @HMOIndia earlier.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Those who are contact with dirty water, please take doxycycline 200mg after food single dose. As prophylaxysis against leptospirosis.studies say that it is effective upto 89% if consumed within 3 hours of exposure. #kerala #KeralaFloodsRelief #Medication",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Indian Navys DRUV ALH Helicopters involved in search and rescue. #Keralafloods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Camps ready in #Kollam #keralaSOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Relief material for Dalits should only come in dark blue boxes #Jaibhim #KeralaFloods #KeralaFloodRelief,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"#RF is currently involved in providing aid and support to the #KeralaFloods victims. As part of our relief operations, we have addressed over 2000 rescue calls and distributed relief materials to victims on the ground. #RFFoundingDay",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Our fellow citizens in #Kerala need our help: #KayKayMenon makes an earnest plea For donation details visit:  #KeralaFloods #IndiaForKerala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
@scroll_in @ShashiTharoor The current situation in Kerala is that the rains have ebbed and the waters beginning to recede but the trail of destruction that has been left in the wake of the flood is still absolutely horrific,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Manorama salutes all fishermen friends who are doing an incredible job in rescue mission. More than 250 boats and 500+ fishermen went for the rescue mission from Trivandrum coastal villages. #KeralaFloods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"@NCPspeaks helped #KeralaFloods suffered of₹1crore.All NCP MPs,MLAs have given their1month salary to #KeralaFloodRelief.Corporators of PunCorporation have given their salary to relief.#NCPStandsWithKerala #NCPstandsStrongwithKerala @supriya_sule @Jayant_R_Patil @AjitPawarSpeaks",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Chennai entrepreneurs launch online platform to help Kerala flood victims  #KeralaFloods #KeralaFloodRelief,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Contact Name Team APEX Volcano Contact Number 9207733036,8129533036, 9207330363 Details Free generator repair at camps and relief centers allover Kerala #KeralaSOS #KeralaFloods @Forumkeralam1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Now you can donate to Karnataka Chief Ministers Calamity Relief Fund through Paytm also. Do make your contributions &amp; spread the word. Lets help Karnataka Govt to rebuild the life of flood affected people in Kodagu. #IndiaForKodagu #KodaguFloodRelief #KodaguFloods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Next 5 days there wont be heavy rainfall in Kerala: IMD  #KeralaFloods #KeralaFloodRelief #Kerala #Flood #KeralaRain #IndianArmy #heavyrains #prayforkerala #flooding #BeStrong #staysafe #IdukkiDam,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Actor, politician #NandamuriHarikrishna was killed in a road accident. His car hit the divider at Anneparthy in Nalgonda dist. and turned turtle Few days ago, the actor requested his followers to donate money to #KeralaFloodRelief than celebrating his birthday, which is on Sep 2",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
@vijayanpinarayi A new law is needed to implement for the safety and prevention every building in kerala should withstand all natural disaster including flood and earthquake of magnitude 6 #visionkerala,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"1,276 deaths due to #floods this #monsoon with an all #India #rainfall departure of -6%.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"The kind of devastation Kerala has seen the entire focus of Cen. Govt. ought to have been on #KeralaFloods. Sadly that’s not the fact, same thing happened with Okchi Cyclone” in TN. Did CG react so lethargically when Guj was reeling in floods? Not a time or Place for politics",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
KERALA FLOOD RELIEF WORK BY JAIN COMMUNITY CHENNAI-MUMBAI We thank all our donors who have given your fullest support to aid the flood affected families in Kerala. We had distributed kits with 51 items for,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
