tweet_text,caution_and_advice,displaced_people_and_evacuations,infrastructure_and_utility_damage,injured_or_dead_people,not_humanitarian,other_relevant_information,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,sympathy_and_support
Waking up to this news is sad. 247 victims. Horrific. #earthquake #ItalyEarthquake #PrayersForItaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @SMerlChest: My thoughts are with all the people living near Norcia/Rieti and the rescuers working non-stop from last night #ItalyEarthq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @JesuitCollab: Lets join #PopeFrancis in praying for the victims and all those suffering as a result of the #ItalyEarthquake .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"I hope #Rihanna on the evening of VMA dedicate the words to the victims of the earthquake in Italy, we need them. #PrayForItaly",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
#prayforitaly as death toll reaches 160 and many reported missing ὤFὤFὤFὉ4Ὁ4Ὁ4 #sad #heartbroken,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"My heart is breaking, all my love &amp; prayers go out to all the families that were affected in ItalyὢB❤️἞E἟9 #PrayForItaly",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
OMG all that devastation ὡ4 thoughts and prayers go to the ppl in #ItalyEarthquake that was a huge one.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"#PrayForItaly I hope people are safe now, so sad ,All love and prayers go to Italy",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"RT @imNadimRamAli: 73 people have died, according to Italian officials in earthquake Oh God pls mercy upon us, we are urs children. #Pra",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @evalyn416: Prayers go out to everyone affected. #PrayForItaly ἞E἟9❤,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @dmitryzaksAFP: #ItalyEarthquake death toll nears 250 @AFPs @ellaafp and @AngusM1966 via @YahooNews,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @DeRozenDontCare: #PrayForItaly and Myanmar s earthquake victims and their families.ὤFἿEὤFἿE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"#Italy, my thoughts and prayers are for you ὡ4ὤFἿB #ItalyEarthquake",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @ScienceChannel: Our thoughts go out to all those affected by the #ItalyEarthquake. ❤️἞E἟9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Please help us by donating 2€ to this number 45500 @Zoella @Joe_Sugg @Caspar_Lee @MarcusButler @TanyaBurr @JimChapman #PrayForItaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Rescue operations in #PescaradelTronto flattened by #ItalyEarthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @kathyireland: Italy earthquake: at least 73 killed in mountain villages – live  Please, #PrayForItaly",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @Kikyo91: Keisuke Honda will donate 20.000 euro for #ItalyEarthquake and wants a help to bring Japanese technology here. REAL MAN. THANK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @AHEPAhq: The American Hellenic community joins w/ u to convey our deepest condolences, thoughts &amp; prayers. #ItalyEarthquake",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @MileyOfficialEU: Our prayers and thoughts go to the families who lost their homes and loved ones #PrayForItaly #Amatrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @gabymakeupartis: Thoughts and Prays for the people of #ItalyEarthquake just so devastating such a beautiful nation and country,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @ZaynftLina: I was in Italy a few weeks ago .. And now its completely destroyed .. Its a heartbreaking all my prayers with you Ὁ4἞E἟9 #,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
im so sorry for all the victims youre in my thoughts Ὁ6 #PrayForItaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
#prayforitaly a little help to support The Italian People shocked from devastating earthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
@ShawnMendes spread to your fans the news! text the number 45500 to donate to the families who got hurt by the earthquake! ἞E἟9 #PrayForItaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @Miawallace888: #Italieséisme #ItalyEarthquake Death Toll Climbs to 159 After Earthquake in Central Italy - ABC News -,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @SputnikInt: URGENT: Death toll in #ItalyEarthquake rises to 278  #Italy,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"RT @ApuestoEstilo_: #ItalyEarthquake help me my brother and my mom dont call me, They went on vacation to #Perugia #italy I NEED HELPὤFἿF htt",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @dgatopoulos: The Latest: Death toll in Italian earthquake rises to 120 #ItalyEarthquake,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
If you want to help #PrayingForItaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"#MarcoRpage #Blog #PrayForItaly #terremoto #passaparola 45500 #sms MarcoR PAGE: Hope , play and than",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @_sgokce: Thoughts and prayers are with the souls #Italy after this devastating earthquake Couraggio Italia! #PrayForItaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @SweetCice_00: Pray for everyone struck by the earthquake in Central Italy. I felt the shock of the earthquake quite strongly in Umbria.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @MSF_USA: #ItalyEarthquake: We have sent a team to assess needs &amp; are ready to support Italian relief agencies and authorities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @KTP_news: Civil protection workers preparing tent camp for evacuated residents of #Amatrice #ItalyEarthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @RorSRK: All my prayers r with u Italy.. Im so sorry for the victims.. MayGodBlessItaly.. #ItalyEarthquake ὤFἿDὤFἿDὤFἿD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Death toll from #ItalyEarthquake is now 250, the Civil Protection agency says. More than 360 people were injured. #ItalyQuake",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
#terremoto 250 #morti 365 #feriti sigh #PrayForItaly #Italia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Italy prepares to mourn earthquake dead -  #ItalyEarthquake,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Aftershocks through the night again but that was fiercest Ive felt here. Lasted many seconds. #AscoliPiceno #ItalyEarthquake,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @SarahSophiex3: No words needed. #PrayForItaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RETWITTATE #PrayingForItaly #heartquake #terremoto #TerremotoItalia #ItalyEarthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @drkerem: Our condolences for victims of #ItalyEarthquake Were ready for humanitarian assistance as @RedCrescentTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @Echinanews: Death toll from powerful #ItalyEarthquake of 6.2magnitude climbs to at least 159 late Wednesday,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"RT @ItalianTalks: We are deeply saddened as the Italy quake death toll hits 281, state funeral planned  via @Reuters",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Italian firefighters save a little girl after one day of #ItalyEarthquake #terremoto #TerremotoItalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @Stereoblonde: I hope all of my lovely Italian friends and their beloved ones are ok. My thoughts are with the victims :-( #ItalyEarthqu,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#terremoto aldoceccarelli: #ItalyEarthquake here satellite photo and video collections by terremotocentro to aid V,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @GChristine22: @latimes This is horrible!!! Praying for the victims and their families. #PrayForItaly #ItalianPride,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @JackieibanezFNC: UPDATE: #ItalyEarthquake death toll climbs to 247.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"More than 159 earthquake victims.for the moment. These numbers make me crying, Im really sad! ὢ2#PrayForItaly ἞E἟9",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Italian firefighters hoisted up on top of homes in Arquata to check structure. #ItalyEarthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Details of where you can take donations of food, clothes etc in Rome for those affected by #ItalyEarthquake",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @NewsNationTV: #ItalyEarthquake : Death toll rises to 247, no Indian casualty says MEA #SushmaSwaraj",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @NBCNews: Photos: Crews rescue survivors buried under rubble in #ItalyEarthquake  via @NBCNewsPictures .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"@5SOS PLEASE, HOLY SHIT, I NEED YOU RIGHT NOW #PrayingForItaly #PrayforItaly",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"#ItalyEarthquake sad news coming from #Amatrice :death toll has raised to 290,10 Romanians among them ὡ4ὡ4",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"RT @footballitalia: Liga games will also have a minutes silence for #ItalyEarthquake victims, now confirmed as 284.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
I know they need shoes and clothes for all and in particular for children in #Amatrice #Accumoli #ItalyEarthquake,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Thoughts and prayers will you #Italy. This is how I remember you: beautiful and vibrant. #ItalyEarthquake 267 dead.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"RT @SLAYBEATRICE: this is absolutely horrible, i wish nothing but strength to the victims and victims families #PrayForItaly",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @pmindy44: So sad to here about the earthquakes in Italy. Prayers go out to everyone involved especially my friends over there #PrayforI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
@NiallOfficial big earthquake here in Italy ἞E἟9 Please pray for my country #ItalyEarthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @Happily_7: My heart and thoughts go out to all my brothers &amp; sisters whose families are affected. #forzaItalia #famiglia ἞E἟9Ὁ4ὢ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"@Madonna Here in Italy, an earthquake affected Lazio, Marche and Umbria. #PrayForItaly",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @Abangala99: #PrayForItaly #ItalyEarthquake Prayers and thoughts goes out to the victims,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @Cindy_Wooden: Heart breaking. Death toll from #ItalyEarthquake rises to 247. Many children who were spending last weeks of summer with,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @whiskeredharry: My love &amp; thoughts are with everyone affected by this horrible earthquake. #PrayForItaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @NickGroff_: Prayers and thoughts go out to all in Italy earthquake RT @gwenboleyn No words needed. #ItalyEarthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[marioafrica]: RT ItalyUN_NY: Stories of solidarity: during #ItalyEarthquake Italy-hosted #migrants rushed to join,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Please donate or share this information, someone else might be able to help. #ItalyEarthquake",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @almightyhazza94: This is so Heartbreaking.Prayers and thoughts are with all those affected by earthquake. Stay strong. #PrayForItaly h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Please #prayforitaly ❤️ my heart goes out to all those affected ὢDὉ7 stay strongὉA❤️,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @OfficialWithHL: You can call or text 45500 if you want to donate something! ❤️ #PrayForItaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @adaddyblog: Our thoughts and prayers are with the families of the 120+ dead from last nights devastating #ItalyEarthquake.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @favouritizm: Please #donate or #RT to help the #Earthquake victims of #Lazio  #ItalyEarthquake #TerremotoItalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @giardinifranca: My thoughts, prayers and flowers to all the victims #ItalyEarthquake #amatrice",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @lenaheadeygang: My thoughts go out to everyone affected by this earthquake. Just saw the pics - heartbreaking. Stay strong. #PrayForIta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"RT @CatholicNewsSvc: #PopeFrancis ditches Weds audience talk to pray for #ItalyEarthquake victims, sends help  http",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @frigidaurora: This is really devastating. My thoughts and prayers to everyone who were affected by the earthquake. #PrayForItaly :,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @Reuters: Drone captures quake destruction:  #ItalyEarthquake,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Monastic Brewery Spared of Damage in Italian Earthquake:  #craftbeer #ItalyEarthquake,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @cctvnews: #ItalyEarthquake death toll climbs to 290 as country holds mass funeral for 35 victims,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
My country needs you. Please help us donate 2€ by calling or texting 45500. #prayforitaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @ABC7News: #ItalyEarthquake update: Per @ABC, at least 73 people are dead following the earthquake that struck Central Italy.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"those wishing to donate goods to victims of #ItalyEarthquake,can do so at the following collection points in Rome",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @TravisBickle67: My thoughts and prayers to all those affected in the tragedy this morning. #PrayForItaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @EPSUnions: EPSU message of solidarity following #ItalyEarthquake #terremoto,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"RT @J_Bella_S: #ItalyEarthquake My thoughts and prayers are with you, your families and country with ❤️",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Quake: Provisional death toll revised down to 241 #prayforitaly #ItalyEarthquake #devastation  via @Agenzia_Ansa,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @fmdesmarais: #ItalyEarthquake: In #Amatrice the City Museum &amp; 2 churches severely damaged. @IcomOfficiel following the situation.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"My heart, thought and prayers to all the people affected by the earthquake in my country &lt;3 #Italy #ItalyEarthquake",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Italian President #SergioMattarella meets the relatives of some victims of #ItalyEarthquake during a Mass funeral.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @abcnews: UPDATE: Eight foreigners confirmed among dead in #ItalyEarthquake — aftershocks hampering rescue efforts in Amatrice,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @investinothers: How To Help Victims Of #ItalyEarthquake  #volunteer #donateblood #donate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Today in Italys National Mourning. 300 people died due to a terrible earthquake.There are still missing. Today we stop. #PrayforItaly,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ways to donate to the Italian earthquake relief fund at the end of this article,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @LuvinLife_xo: My heart goes out to the people of Italy. ἞E἟9 ὉA ❤️ #ItalyEarthquake,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"ITALY IS STRONG, WELL FIGHT!  #solidarity #grazie #thankyou #terremoto #italia #prayforitaly #Italy #terremotoitalia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"RT @Assisi_Project: St. Francis of #Assisi, Patron of #Italy, pray for the victims of the earthquake! #PrayingForItaly #ItalyEarthquake htt",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @NiyaPerry: I just woke up to read theres been an earthquake in Italy. I hope the rest of the people there will be okay ὢ2#PrayForItaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"to everybody who lives in the cities damaged by the earthquake, I hope youre in a safe place with your family #ItalyEarthquake",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
At BWHotelMaster we do the best that we can #Donate Iban: IT40F0623003204000030321681 #ItalyEarthquake #PrayforItaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @Boston119: This photo is so sad ὢ2#PrayForItalyὤFἿC #Terremoto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
God save our people. God pray for these souls. #terremoto #prayforitaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @Mixers_Army: my thoughts &amp; prayers are with everyone affected by the earthquake in Italy. Safe stay ♡ #PrayForItaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"RT @ohmycastieel: sorry to bother but if you can, please donate @GemmaAnneStyles @fizfizfiz @lottietommo @JohannahDarling @TheAnneCox http",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hopes Dim for Survivors of Italy Quake; Death Toll Stands at 267 #ItalyEarthquake,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"RT @IHSIndiana: How To Help Italy Earthquake Victims: 8 Ways To Donate Blood, Money And Goods For Relief  #ItalyEart",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @WotAustin: this is so sad :( sending my love to everyone affected by the earthquake in Italy #PrayForItaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @AP_Images: Aerial photos show town in #Italy reduced to rubble:  @GregorioBorgia #ItalyEarthquake,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Latest from #ItalyEarthquake. Death toll 279, 388 wounded, 238 rescued, 2400 homeless. #BreakingNews",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @Iam_BrookeSmith: KEEP HOPING there are more rescued! #ItalyEarthquake Italian quake: Rescuers free 10-year-old girl trapped by rubble h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"What has happened in my country has broken my heart, even tho my house hasnt get damaged. #PrayForItaly , we need it.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @CRThomasPhD: If you are in central Italy: please donate blood. Turn your WiFi to OPEN (no password). Volunteer. Help if you can. #Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
youre in my thoughts and prayers today #PrayForItaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @tamaraistone: Heartbroken. Sending healing thoughts to one of my favorite places in the world and its lovely people.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
@Madonna please post a message for Italy #ItalyEarthquake #prayforitaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @dreamofitaly: Join a #virtualsagra for #italyearthquake relief in honor of #amatrice and #amatriciana  /,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @cctvnews: At least 250 people dead, 365 hospitalized in Wednesday’s #ItalyEarthquake, rescue efforts ongoing",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Thoughts and prayers going out to those affected by the #ItalyEarthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"RT @reportedly: This is a collaborative map, showing all points in Italy where aid for #ItalyEarthquake is being collected.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @Onuitalia: #ItalyEarthquake: #UNESCO task force #Unite4Heritage deployed for first time,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Restaurants around the world turn to Amatrices famous pasta to aid recovery #ItalyEarthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @bardolino_sun: Visiting any #NationalMuseum in Venice this Sunday? All money taken will be donated to the victims of the earthquake #It,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @AlisonBurnsJazz: Many displaced animals #ItalyEarthquake kind friends getting food to animals nr epicentre  pl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Questo Mese: #ItalyEarthquake Relief, #Calabria coastal towns and 2017 #heritagetour dates -",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @HOLY_WATER_: My thoughts and prayers go out to everyone affected by the earthquake in Italy ὤF❤ὤF❤ὤF #ItalyEarthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"RT @TonyaJoRiley: .@faineg explains how drone companies like @AeroVisionUAV, can best serve rescue efforts  #ItalyEa",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @BojanowskiW: A long sleepless night ahead in #Amatrice destroyed by the #ItalyEarthquake. We will stay here till the morning .,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @larsloekke: Many killed and even more homes razed in #ItalyEarthquake. My thoughts are with those who have lost and the Italian people .,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @bhmcatholic: #PopeFrancis offers concrete signs of solidarity with #ItalyEarthquake victims Vatican Radio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @Clayton_Sandell: New @DigitalGlobe satellite images show terrible destruction from #ItalyEarthquake. This is the town of Amatrice. http,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
THANKS FOR ALL THE SUPPORT YOU GIVE US DONATE TO 45500 PLEASE #PrayForItaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"@ladygaga thank you gaga, I love you❤️ #Terremoto #PrayForItaly",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
#ItalyEarthquake #terremoto #TerremotoItalia #Italie #seisme #PrayingForItaly #PrayForAmatrice #earthquake 160 vittime accertate T_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"RT @gallantlyhes: oh my god, this is so heartbreaking. my thoughts are with everyone affected by this earthquake. #PrayForItaly ἞E἟9἞E἟9἞E἟9 http",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"RT @HeffronDrive: #Italy You have my heart. My thoughts are with everyone there right now. Love, Kendall #PrayForItaly",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Thoughts and much love to my friends in Italy.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Its dramatically right #ItalyEarthquake #terremoto #earthquake,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lista di farmaci urgenti #terremoto Urgently needed medications #ItalyEarthquake RETWEET,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @ValvonaCrolla: Were boiling Spaghetti allAmatriciana from today @ V&amp;C #CaffèBar to support those affected #ItalyEarthquake £2 from ev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @silvia_batello: Italys beauty is fragile -delicate yet bitter piece by @beppesevergnini about #ItalyEarthquake #TerremotoItalia http,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @ROBZIK: Vatican firefighters sent by #PopeFrancis to join the rescue team in Central Italy shaken by the #earthquake #ItalyEarthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"please, help us, share and donate. 45500 #italy #prayforitaly #terremoto #PrayingForItaly",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @tiniskwerl: #ItalyEarthquake 3:30am 6mi #Norcia 247 Dead Same Intensity as 2009 #Italy #lAquila #Earthquake 308 Dead #Aftershock :,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"RT @Happeningarts: This Sunday, Italian #museums will donate tickets sales to #ItalyEarthquake rescue efforts &gt;  htt",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @Tha5SOSFamilyy: #PrayForItaly All my thoughts and prayers goes out to everyone there..ὡEI hope youre okay, please stay safe! My heart i",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45500 per donare #TerremotoItalia #terremoto #PrayingForItaly #PrayForItaly #ItalyEarthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @BTRHDEurope: Our thoughts &amp; prayers go out to Italy. We hope youre all staying safe ❤ #PrayForItaly Text or call 45500 to donate and,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"#prayforitaly #TerremotoItalia Always praying for you, Italy. A big hug for all the people that lost they parents.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Emergency workers, many volunteers, bring basic supplies to tent camp for newly homeless. #ItalyEarthquake #CBC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @Princessofwifi: Sending thoughts and prayers to all the people affected here in Italy #PrayForItaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @CraigSilverman: This photo of a damaged church is not from the earthquake in central Italy:  #italyearthquake ht,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @billengvall: Thank you to the service men and women around the world rushing to the aid of our friends around the world #PrayForMyanmar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @STYLATORARMY: My thoughts are with everyone affected! #PrayForItaly stay safe everyone x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @ali_burrasque: My story from #ItalyEarthquake. Refugees reach out to victims among xenophobic tensions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
@HayesGrier #PrayForItaly pray for usὉ3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"RT @alice_van_pelt: #PrayForItaly love and thoughts to my home, hope the worst is over and that everyone is safe. ἞E἟9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Thinking about #ItalyEarthquake--the victims, rescuers, devastation. Sharing this doggie who survived. #dog #cane",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @PresidentRuvi: sending condolences to President #Mattarella following #ItalyEarthquake. Our thoughts are with you and the people of Ita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
My ❤️ goes out to ἞E἟9 ! Heres how you can help victims of the Italy earthquake  #ItalyEarthquake #Italy #ItalyQuake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
