tweet_text,predictions_event_type,event_type_label,class_label
@WorldVisionZim @WorldVisionSARO @jenKwatson #First Capital bank joins World Vision efforts in reaching out to the cyclone victims.,hurricane,hurricane,other_relevant_information
UPDATE ON CYCLONE IDAI @SwedeninZW is deeply saddened by the loss of life and destroyed property &amp; infrastructure in eastern #Zimbabwe caused by #CycloneIdai We’re following the situation closely &amp; contribute to relief efforts via @theIRC @ICRC_Africa and through @UNZimbabwe,hurricane,hurricane,infrastructure_and_utility_damage
"Romans 12:15 - mourn with those who mourn. We pray for the victims of #CycloneIdai, for the bereaved &amp; the displaced families. We pray for the rescue efforts to come to fruition. Oh Lord we cry to you in the Name of Jesus, amen!",hurricane,hurricane,sympathy_and_support
"In #Mozambique, in #Zimbabwe and in #Malawi our #RedCross volunteers and staff are on the field supporting communities hit by #CycloneIdai. Local actors are always crucial to prepare communities and to intervene during and after emergencies. All our solidarity to people affected!",hurricane,hurricane,rescue_volunteering_or_donation_effort
"A pregnancy is a lifetime of love waiting to happen❤️ You can help nearly 75,000 pregnant women who are caught up in the aftermath #CycloneIdai to experience this joy! Donate today:  @UNFPA @UNFPAMalawi @UNFPAMozambique @UNFPAZimbabwe",hurricane,hurricane,rescue_volunteering_or_donation_effort
The state of disaster preparedness and emergency response has been exposed once again despite warning reports from Met dept. Finance Minister should set aside contingency resources in #budget making process for eventualities like this #CycloneIdai,hurricane,hurricane,caution_and_advice
"Minister of Public Service,Labour &amp; Social Welfare @OMpslsw Dr S Nzenza also expressed her gratitude for the donations &amp; talked about the psycho social support programs that her ministry is putting in place in efforts to deal with the trauma experienced by survivors. #CycloneIdai",hurricane,hurricane,rescue_volunteering_or_donation_effort
@cycloneidaifund Hi! you can read it here: Thread by @cycloneidaifund: We spent the week in finding out how your food donations get to those who need them. Food parcels are dropped [] #Zimbabwe #CycloneIdai  Enjoy :) ᾑ6,hurricane,hurricane,rescue_volunteering_or_donation_effort
"The Chinese community in Zimbabwe donated cash and goods valued at $200,000 during a handover ceremony on Wed to help the victims of #CycloneIdai, a tropical storm that wreaked havoc in the country during the past week.",hurricane,hurricane,rescue_volunteering_or_donation_effort
im short of words. Why should cyclone victims be denied food simply because they are mdc ?,hurricane,hurricane,not_humanitarian
@MultiChoice @mcafrikazim Donations can be made at all MultiChoice Branches nationwide and will be collected and delivered to the Highlands Presbyterian Church in Harare for on-going distribution by the Miracle Missions Trust. #DonateSaveALifeZW #CycloneIdai,hurricane,hurricane,rescue_volunteering_or_donation_effort
"@WorldVision is working with @Unicef to distribute #cholera prevention kits in #Mozambique. Kits include soap, water purification tablets and prevention education materials.",hurricane,hurricane,rescue_volunteering_or_donation_effort
Villagers at Tanganda Halt Shopping Centre in Chipinge inspect the damage and Rubble left by #CycloneIdai a bridge linking the shopping centre was destroyed @ZiFMNews @ZiFMStereo @BusinessTimesZW @Ms_Aurra,hurricane,hurricane,infrastructure_and_utility_damage
"Cyclone #Idai s impact overview for Mozambique, Zimbabwe, which left over 250 people dead in both countries.. #EU humanitarian aid released for emergency needs @wfp_mozambique @CopernicusEMS @euinzim",hurricane,hurricane,injured_or_dead_people
"Thank you to all @DFID_UK teams who have been working to get #UKaid to those most in need after #CycloneIdai. This weekend we’ve sent health and emergency response workers + forklift trucks to unload aid quickly from planes, + an #RAF plane containing 20 tonnes of #UKaid.",hurricane,hurricane,rescue_volunteering_or_donation_effort
"LUSAKA DOES CARE . . . A truck will take supplies from Lusaka to communities affected by Cyclone Idai. Please donate at one of the drop off points from 1-4 April at Baobab College, LICS and Zam Tyre. #PrayForMozambique #CycloneIdai",hurricane,hurricane,rescue_volunteering_or_donation_effort
#CycloneIdai has led to severe flooding in #Mozambique. We are working with @WFP to ensure that cut-off communities have access to food.,hurricane,hurricane,rescue_volunteering_or_donation_effort
90% OF BEIRA DESTROYED BY CYCLONE: In Mozambique close to 1000 people are feared dead in what could be Southern Africas deadliest cyclone to date. Rescuers are still searching for survivors. The Mozambiquen President @FilipeNyusi said more help is on the way.,hurricane,hurricane,infrastructure_and_utility_damage
The Tsholotsho Floods in 2016 and 2017 which affected over 36 districts in Matebeleland North. The Battlefields mine collapse in February 2019 in which over 20 people died. #CycloneIdai,hurricane,hurricane,injured_or_dead_people
"We are talking about a massive disaster right now. The full scale of the devastation caused by #CycloneIdai in Mozambique is becoming clearer, aid teams say &amp; warn that the emergency is getting bigger by the hour. @UNOCHA, @UNICEF, @WMO, @WHO @WFP, @ifrc provide updates.",hurricane,hurricane,caution_and_advice
"We continue to pray for Gods intervention in the regions of Southern Africa which have just been hit by deadly Cyclone Idai - which affected more than 1.5 million people in Mozambique, Zimbabwe and Malawi and has led to over 150 deaths.",hurricane,hurricane,sympathy_and_support
Blessed are those who can give without remembering and receive without forgetting Donations continue pouring in for #Cycloneidai cause. #CycloneIdaiUpdate,hurricane,hurricane,rescue_volunteering_or_donation_effort
The death toll from Cyclone Idai is now at least 761 people across Southern Africa. - 446 killed in Mozambique - 259 dead in Zimbabwe - 56 killed in Malawi Mozambique officials now worry that diseases like cholera will emerge from camps where 228k displaced people are staying.,hurricane,hurricane,injured_or_dead_people
#CycloneIdai Here is a satellite image of the damage in #Nyahode. More than 50 buildings are missing [red squares] &amp; more than 20 were left damaged [orange squares]. Some of the missing victims in #Nyahode were swept away to #Mozambique and some are buried beneath the mud. ὢD,hurricane,hurricane,infrastructure_and_utility_damage
"As if #CycloneIdai wasn’t enough, now there are fears of a cholera outbreak in #Mozambiqueᾒ6‍♀️ὡEMwari pindiraiὤF",hurricane,hurricane,other_relevant_information
"Periods dont stop for cyclone. Its hard to imagine dealing with a period in the wake of the cyclone that has caused much destruction. Today, we donated packs of sanitary pads to @ADRAZimbabwe which is collecting items for relief to victims of #CycloneIdai",hurricane,hurricane,rescue_volunteering_or_donation_effort
"We have packed the stuff and now waiting for a truck to pick the stuff at 2PM. Thanks to @citezw staff for helping. We received about 15 bales of clothes, medical gloves, 2x boxes of Glocose Meter , 10x 10kg meal meal, sugar beans, water, mazoe , Mahawu. #Asakhe #cycloneidai",hurricane,hurricane,rescue_volunteering_or_donation_effort
Providing maps ἰDfor #CycloneIdai: these pics show an aerial assessment flight about to take off in #Mozambique. Team is using maps &amp; GPS coordinates from #UKaid-funded ἞C἞7charity @mapaction to help people and communities affected by the cyclone @DFID_UK @MatthewRycroft1,hurricane,hurricane,sympathy_and_support
"#CycloneIdai has affected large parts of #Malawi &amp; #SouthernAfrica causing devastating destruction. 1000’s are affected, losing their homes &amp; loved ones. @BritishRedCross are among those providing aid &amp; search &amp; rescue support. Please donate if you can",hurricane,hurricane,rescue_volunteering_or_donation_effort
Thanks to all those at home who asked if we’re ok in here in Zimbabwe. Cyclone IDAI has torn through Mozambique &amp; Eastern Zimbabwe with &gt;100 people killed many more displaced from their homes. Please help by donating to the British Red Cross,hurricane,hurricane,injured_or_dead_people
"We all have a part to play on the road to recovery after #CycloneIdai. Big SHOUT OUT to the 36 Volunteers recruited by the SDA church joining us in Chimanimani to assist with packing foodstuffs, clearing rubble &amp; piping for the restoration of the water system. #VOLUNTEERS",hurricane,hurricane,rescue_volunteering_or_donation_effort
We are grateful for the respite in the rainy and windy conditions. This will greatly help in the search and rescue efforts in Manicaland. do what you can to help. #Cycloneidai #OwnTheCity,hurricane,hurricane,rescue_volunteering_or_donation_effort
"UKaid teams in London + #Mozambique are still working to support those devastated by #CycloneIdai. Head of DIFD Mozambique, @CateTurton, is on the ground in #Beira part of the team working to get the city’s water station working again. @PennyMordaunt @hbaldwin @BatesLord",hurricane,hurricane,rescue_volunteering_or_donation_effort
We are keen on doing our part to support the victims of Cyclone Idai and are collecting donations from our staff members. #zimbabwe #cycloneidai,hurricane,hurricane,rescue_volunteering_or_donation_effort
At least 732 people reported killed after Cyclone Idai battered Mozambique and then moved inland to Zimbabwe and Malawi,hurricane,hurricane,injured_or_dead_people
Food distribution to 4 000+ families in Mozambique following Cyclone Idai,hurricane,hurricane,rescue_volunteering_or_donation_effort
RT @chengem75: Donations for victims of #CycloneIdai are coming in. PLEASE SEND YOUR DONATIONS TO @ZiFMStereo,hurricane,hurricane,rescue_volunteering_or_donation_effort
"The mission would like to express solidarity with the Mozambican people in the aftermath of Cyclone Idai that hit hard central Mozambique, causing significant loss of life and damage – IMF’s Velloso",hurricane,hurricane,sympathy_and_support
"BREAKING: @USAID just announced nearly $3.4 million in add’l humanitarian aid for #Mozambique in the wake of #CycloneIdai. USAID will work w/ @WFP to deliver approx 2500 metric tons of rice, beans &amp; vegetable oil for the affected communities in Sofala, Zambezia &amp; Manica provinces",hurricane,hurricane,rescue_volunteering_or_donation_effort
"Cyclone Idai killed at least 843 people across Mozambique, Malawi and Zimbabwe. Almost 2 weeks after the disaster: - 112,000 homes destroyed or damaged - Tens of thousands still in camps - Up to 5,000 children separated from families - 1.8M people in urgent need",hurricane,hurricane,injured_or_dead_people
"One month after #CycloneIdai, children and their families are still struggling to recover. Many families have lost so much, please help us provide them lifesaving relief:",hurricane,hurricane,rescue_volunteering_or_donation_effort
"Looking at images of how Cyclone Idai has destroyed places in Mozambique (90% of Beira covered in water) and Zimbabwe, i have a new appreciation of life and a remainder of how temporary material things are",hurricane,hurricane,infrastructure_and_utility_damage
Cyclone Idai recently caused one of the worst disasters in Southern Africa therefore I found it befitting to donate 200 blankets and over 50 tents to those affected in Mozambique and Zimbabwe. Let’s all give,hurricane,hurricane,rescue_volunteering_or_donation_effort
To contribute to the Zimbabwe Cyclone Relief fundraising campaign by Pachedu visit  #Zimbabwe #CycloneIdai #TeamPachedu #Pachedu,hurricane,hurricane,other_relevant_information
"YWCA stands together in solidarity with women, communities and Nations affected by cyclone Idai!! #CYCLONEIDAI #BLACKMONDAY",hurricane,hurricane,sympathy_and_support
Sincerely hoping the $$ donations for #CycloneIdai victims isnt misused! Remember #Haiti?,hurricane,hurricane,rescue_volunteering_or_donation_effort
My name is Timothy Moyo a police officer based in Sipepa police station. I have decided to donate the whole of my March salary towards victims of #CycloneIdai. Im in pains.. @ZimEye @edmnangagwa @nickmangwana @daddyhope @DavidColtart @HeraldZimbabwe @ZRP_Zim @fortunechasi,hurricane,hurricane,rescue_volunteering_or_donation_effort
"This used to be our home; we now stay at a local school. -Terrance, Ngangu, Chimanimani. The devastation caused by #CycloneIdai will continue to affect children for months to come. Donate to support our work on the ground ὄ9  ὏7 WFP/2019/Tatenda Macheka",hurricane,hurricane,rescue_volunteering_or_donation_effort
My thoughts and prayers are with those affected by Cyclone Idai. #cycloneidai,hurricane,hurricane,sympathy_and_support
"Why is it each time the president flies out, people die? September 2018 to China - (Cholera Outbreak) November - December 2018 on Annual holiday - (Doctors Strike) 14 January 2019 to Russia, Belarus, etc - (Innocent civilians during Fuel Protests) And now to UAE - #CycloneIdai",hurricane,hurricane,injured_or_dead_people
"My heart goes out to all the people across Mozambique, Zimbabwe &amp; Malawi who have been affected by Cyclone Idai. This is a wake up call for governments to take urgent action to stop climate change. We need leaders to do their job and protect us.",hurricane,hurricane,sympathy_and_support
Not to Ὀ1ἿB‍♀️ and anyways I couldn’t because I’m actually exhausted but please do donate - help us help the most vulnerable people recover from this terrible tragedy! #CycloneIdai #SavingLivesChangingLives,hurricane,hurricane,rescue_volunteering_or_donation_effort
@diamond1038FM @JCIMutare @JCIMutareLo #Mutare community Lets mobilize resources for victims of #CycloneIdai. Have a drop off point at a convenient place in town for donations. Lets go!,hurricane,hurricane,rescue_volunteering_or_donation_effort
RT @euinzim: We are a committed partner of @unicefzimbabwe and their great efforts on the ground! #CycloneIdai,hurricane,hurricane,sympathy_and_support
"We are in Manica working on food security for communities affected by #CycloneIdai. Rehabilitation after this natural disaster will be a long and arduous process for the affected people, taking careful planning, effective coordination and continual support from all stakeholders.",hurricane,hurricane,rescue_volunteering_or_donation_effort
"Overnight, Mozambique’s second-largest city disappeared. All the lights in Beira went off. Its buildings vanished under six metres of water. Its roads were washed away, its bridges were torn from their foundations, andwell, still no one knows how many of its people survived.",hurricane,hurricane,infrastructure_and_utility_damage
ᾕB ᾖ3 ἳ1 ὫF ὫD ὅ7 ✋ Floods after #CycloneIdai show that water can also become a danger. This makes safe access to clean water all the more important.. Ὂ6 #WorldWaterDay,hurricane,hurricane,other_relevant_information
Our thoughts and prayers are with the people of Chimanimani. Some of our people had lost homes and properties to this disaster. We are on our own. #CycloneIdai,hurricane,hurricane,sympathy_and_support
Today let’s pray as a nation for the victims of Cyclone both in Zim and Mozambique.lets come together as a people to help the need in this trying moments.,hurricane,hurricane,sympathy_and_support
#CycloneIdai @wfp_mozambique food distribution in Nhampoca last Sunday. This Ὠ1 delivering food 3+ metric tons once at a time. #SavingLivesChanginglives,hurricane,hurricane,rescue_volunteering_or_donation_effort
"!LANDED! A UNHCR airlift has just delivered a fresh consignment of aid to Beira airport. It will provide shelters, solar lamps, plastic sheeting, buckets and other basic relief items to thousands of survivors of #CycloneIdai",hurricane,hurricane,requests_or_urgent_needs
South Africa has no idea of the impact.. 830 000 people displaced in Mozambique alone almost 1000 feared dead.. and SA news choose to react now smh,hurricane,hurricane,displaced_people_and_evacuations
24 tonnes of food delivered across a river to get vital supplies where it is needed most following the devastation of #CycloneIdai - Inmarsat Project Manager @HughKeir has joined @TeamRubiconUK in #Mozambique to offer support as an TRUK #Greyshirt,hurricane,hurricane,rescue_volunteering_or_donation_effort
The threat of water borne diseases like cholera and typhoid is very real after disasters like #cycloneidai @WHO is prepositioning medical supplies to respond to these diseases if they are detected @UNZimbabwe @MoHCCZim,hurricane,hurricane,other_relevant_information
Sharing the pain! INS Sujata is in cyclone-hit Mozambique extending immediate Humanitarian Assistance &amp; Disaster Relief (HADR) to the affected people. It’s one of the 3 Indian Naval Ships diverted to provide HADR. Indian team rescued 15 Mozambicans &amp; handed over relief material,hurricane,hurricane,rescue_volunteering_or_donation_effort
"Please join me in praying for children, families and communities affected by #CycloneIdai. We ask the Lord to watch over them, protect them and help us as we desperately try to reach those who need us most. See how @WorldVision is helping on the ground:",hurricane,hurricane,sympathy_and_support
"If ZANU PF cadres can mobilize for goods to donate to the #CycloneIdai victims, then allow them to use their ZANU PF cars to ferry the goods, simple as that! Tozonzwa zvechonzi divert divert! Nxaa @ZimEye @PacheduZW @KMutisi @matigaryjnr",hurricane,hurricane,rescue_volunteering_or_donation_effort
"#CycloneIdai washed away 500,000 hectares of #crops pre-harvest season. This crop loss puts #food security, #nutrition &amp; farmers’ #livelihoods at risk in the coming months #SDG2 @WFP #foodislife",hurricane,hurricane,other_relevant_information
RT @gracefarmzw: If you wish to help towards the victims of #Cycloneidai please do contact ὄ7ἿE,hurricane,hurricane,rescue_volunteering_or_donation_effort
"Today has left me speechless after seeing all the damage #CycloneIdai has caused in Chimanimani, in the East of Zimbabwe bordering Mozambique. Will share some images in the morning.Ὁ4",hurricane,hurricane,infrastructure_and_utility_damage
Current situation - trucks loading food aid for Chipinge. I want to thank our President and Hon J Moyo and the TINMAC Foundation for their donations towards #cycloneidai victims.,hurricane,hurricane,rescue_volunteering_or_donation_effort
Happening now at Beira #Mozambique airport @WFP warehouse ὩBloading of 30 metric tons of food for Chimoio- Manica province for people affected by #CycloneIdai. Kanimambo! Thank you! @USAID ὤCἿE,hurricane,hurricane,other_relevant_information
RT @zimsitrep: Cyclone Idai: Hundreds are dead as rescue efforts stall in Mozambique and Zimbabwe - Zimbabwe Situation,hurricane,hurricane,injured_or_dead_people
"Scenes from Bangula Camp in #Malawi, where residents displaced by storms and flooding have set up makeshift homes. Government officials work on distributing food aid, while children from Mfera Full Primary School take some classes. #CycloneIdai",hurricane,hurricane,displaced_people_and_evacuations
"@TeaLeoni @UNICEFUSA This is beautiful, your donation brings a smile to #CycloneIdai victims @Afrn_Uni_EForum @ntandoe_ndhlovu @Delta_Boost_MSU @MSUChristianUn1 @enactus_msu_zim @enactuszw @nustenactus",hurricane,hurricane,rescue_volunteering_or_donation_effort
"@Cyn_Santana Hey Cyn , my country, Mozambique, has been hit by a devastating cyclone. Mozambique is already one of the poorest countries in the world, we need all the help we can get to recover from this. Please share this  ὤFἿD✨",hurricane,hurricane,requests_or_urgent_needs
Our heart felt Sympathies to our brothers and sisters in Mozampique and Zimbabwe affected by #CycloneIdai . We are praying for you! #CycloneIdaiZW @adventistnews @ADRAIntl,hurricane,hurricane,sympathy_and_support
Day 2 of National mourning. Being Sunday my prayers and thoughts with victims of #cycloneidai My thanks goes to all well wishers who let out a helping hand not just for ἟F἟C but for sister countries ἟2἟C἟2἟F,hurricane,hurricane,sympathy_and_support
The #263Chat team would like to thank the #263Chat community for coming through with donations going towards those affected by #CycloneIdai. The response was overwhelming and we are grateful for the unending support. #Zimbabwe #Twimbos #CycloneRelief,hurricane,hurricane,rescue_volunteering_or_donation_effort
#CycloneIdai In Zimbabwe we are working with partners to provide kits and essential medicines - @PennyMordaunt @UNICEFZIMBABWE,hurricane,hurricane,rescue_volunteering_or_donation_effort
The Minister of Industry and Commerce Mangaliso Ndlovu says the private sector should compliment government efforts towards reconstruction of infrastructure in affected areas.#CycloneIdai #ZiFMNews,hurricane,hurricane,other_relevant_information
People have been forced onto rooftops or into trees for hours on end to escape flooding in Mozambique. UNICEF is on the ground providing life-saving support to families affected by #CycloneIdai.,hurricane,hurricane,rescue_volunteering_or_donation_effort
RT @African2244: A relief the St Charles Lwanga students are now safe after walking for 15km to seek refuge #CycloneIdai,hurricane,hurricane,other_relevant_information
RT @povozim: Gogo with her Cyclone Idai donations #Zimbabwe #CycloneIdai,hurricane,hurricane,rescue_volunteering_or_donation_effort
"@GodwinMamhiyo If it were a strike wed have helicopters hovering all over the City, but not now when theres a real cause nothing happens. No emergency plan no rescue teams no food aid, no evacuations , nothing #cycloneIdai",hurricane,hurricane,caution_and_advice
MDC-Should stop politicizing #Cycloneidai aid‼️ In Chipinge they are giving political speeches to hungry villagers. No one expected this cyclone to have such velocity &amp; power. It becomes wrong for anyone instead of helping to spend all energy 24/7 blaming gvt for #CycloneIdaiZW,hurricane,hurricane,other_relevant_information
Cyclone Idai: Mozambique survivors desperate for help - BBC News,hurricane,hurricane,requests_or_urgent_needs
When the Chinese make a pledge to rebuild infrastructure destroyed by #CycloneIdai they immediately get a headline on the gvt mouthpiece @HeraldZimbabwe but our locals have pledged the same yet their stories dont get the same response. We are Zimboz not zhingaz,hurricane,hurricane,infrastructure_and_utility_damage
Thank you @shingainyoka for your cyclone coverage. Full of empathy and always focusing on what’s important; the victims and the dignity of survivors.,hurricane,hurricane,other_relevant_information
"FAWUZ salutes Zambian on the donation of $400K worth of medical supplies and medicines to cyclone IDAI hit areas of Mozambique, Malawi and Zimbabwe. Humanitarian aid is a symbols of our humanity and compassion in times of grief, loss and trouble. FAWUZ&amp; Zambia Mourns with you",hurricane,hurricane,rescue_volunteering_or_donation_effort
"United Nations humanitarian chief Mark Lowcock yesterday allocated US$20 million from the UNs’ Central Emergency Response Fund (CERF) to ramp up the humanitarian response to tropical #Cyclone-Idai in #Mozambique, #Zimbabwe and #Malawi.  via @NewsDayZimbabwe",hurricane,hurricane,caution_and_advice
Honourable Minister Sekai Nzenza gives an account of her travel to Chimanimani to visit the areas hit by #CycloneIdai #CycloneIdaiUpdate #MakingLifeBetter,hurricane,hurricane,other_relevant_information
RT @tictoc: Rescue missions are continuing in the flood-hit areas of #CycloneIdai in Mozambique,hurricane,hurricane,rescue_volunteering_or_donation_effort
Ha ha hano opportunity for real looters. They cant even mobolise jecha to build new houses and infrastructure destroyed by #cycloneIdai,hurricane,hurricane,infrastructure_and_utility_damage
"We are deeply moved by the generosity of #zimbabweans who are the real heroes in the disaster relief effort following #CycloneIdai. Local staff from @CanEmbZimbabwe joined volunteers @HighlandsPresby , donating needed goods to #CycloneIdaiZW survivors.",hurricane,hurricane,rescue_volunteering_or_donation_effort
President Mnangagwa deeply moved by overwhelming donations and unity of Zimbabweans in the face of Cyclone Idai floods #Zimbabwe #CycloneIdai #Mnangagwa,hurricane,hurricane,rescue_volunteering_or_donation_effort
@edmnangagwa declares #cycloneidai a #StateOfDisaster.More than 23 people have died while hundreds are unaccounted.#Zimbabwe,hurricane,hurricane,injured_or_dead_people
Please everyone to help my family in mozambiquevitims of #CycloneIdai,hurricane,hurricane,requests_or_urgent_needs
Tune in to @SkyzMetroFM at 9am where Ill be on air talking about #cycloneidai #CycloneIdaiZW search and rescue. #cycloneidaiupdate,hurricane,hurricane,rescue_volunteering_or_donation_effort
Cursed be whoever stealing the #CycloneIdai relief aid.,hurricane,hurricane,other_relevant_information
"#3moNews | #CycloneIdai did not damage fuel pipeline, Zimbabwes energy minister has said  #3mob",hurricane,hurricane,infrastructure_and_utility_damage
Sad news coming from Chimanimani our thoughts and prayers are with those affected by CycloneldaiὤFὤFὤFὤFὤF,hurricane,hurricane,sympathy_and_support
#CYCLONEIDAI Thoughts &amp; Prayers with those affected! Time to active #AfricaDuty Can those on the ground reach out with drop off zones &amp; contact details cc @ali_naka,hurricane,hurricane,sympathy_and_support
"Joining Jubilee debt campaign! In 2016, the discovery of undisclosed government loans worth up to $2bn precipitated an abrupt end to Mozambique’s economic success story. IMF aid",hurricane,hurricane,other_relevant_information
"As flood water from #CycloneIdai begin to recede in #Mozambique &amp; more areas become accessible, additional humanitarian needs are being identified. @USAID’s response team is scaling up its response, working w/ @WFP, @IOM &amp; @WorldVision to provide lifesaving assistance",hurricane,hurricane,requests_or_urgent_needs
After my chat last last night on @zifmstereo with Dr Portia Mananganzira of the Ministry of Health and Child Care on waterborne diseases and the response to #CycloneIdai #radio #talkradio,hurricane,hurricane,other_relevant_information
It means all people who denied the looting of the Aid are also looters,hurricane,hurricane,other_relevant_information
"Living outside of Zimbabwe? You can still help #cycloneidai victims with your donation of ANY amount. For more information you can visit the @econetzimbabwe Instagram page. Please, don’t",hurricane,hurricane,rescue_volunteering_or_donation_effort
"After #CycloneIdai brought historic flooding, its now presenting a public health issue as cholera is on the rise. Climate change is here, and its hurting people today.",hurricane,hurricane,other_relevant_information
Can’t concentrate on anything knowing that most parts of Chimanimani are submerged in water and the death toll is rising prayers for my countrymen #CycloneIdai #CycloneIdaiZW,hurricane,hurricane,sympathy_and_support
Unfortunately official response to the #CycloneIdai disaster has been lacking. It is our duty to our fellow citizens to bridge the gap. Lets donate to those coordinating the rescue effort.,hurricane,hurricane,rescue_volunteering_or_donation_effort
"@NewsDayZimbabwe They will keep you hungry &amp; when you get some food your brother will be your enemy. We donated to this cause as a united nation, why then do you let the aid recipients suffer #CycloneIdai #CycloneIdaiZW",hurricane,hurricane,rescue_volunteering_or_donation_effort
My daughter has mobilised some donations from her uni &amp; want to send them to Zimbabwe for #CycloneIdai victims. Where can the donations be send? Anyone with contacts of charitable organisation(s) in Harare but preferably in Mutare or better still Chimanimani? @jekanyika_kenji,hurricane,hurricane,rescue_volunteering_or_donation_effort
"We are really sitting here on a water, sanitation and hygiene ticking bomb,” -- @ifrc Secretary General @As_SyIFRC appeals for more immediate assistance for victims of #CycloneIdai in southern Africa.",hurricane,hurricane,requests_or_urgent_needs
"The CSO in Mozambique are organizing donation distributions to the communities of 4 provinces affected by #CycloneIdai. The first ship arrived in Beira last night, more ships are going to Beira in the coming weeks. Send me a message if you want to contribute to this initiative",hurricane,hurricane,rescue_volunteering_or_donation_effort
RT @100KMokone: Prayers out for Mozambique and Malawi. They were hit by a cyclone that killed many. #Mozambique #Malawi,hurricane,hurricane,sympathy_and_support
"Mozambican government failed to evacuate people before the cyclone struck. Why didnt they monitor its movement? Another failed state concerned with looting by stealing from the poor. African governments thrive on creating humanitarian crises, SA is no exception.",hurricane,hurricane,displaced_people_and_evacuations
Help still urgently needed for cyclone Idai hit areas.,hurricane,hurricane,requests_or_urgent_needs
"This week #CARE is delivering basic food assistance to over 6,000 vulnerable people affected by #cycloneidai. The humanitarian response in #Mozambique remains underfunded &amp; this was the first significant food assistance for some people in Guara Guara. #CARE continues to deliver.",hurricane,hurricane,rescue_volunteering_or_donation_effort
When such disasters strikes @WFP is the first to arrive and the last to leave. Our teams are on the ground monitoring and assisting the victims of #cycloneidai. We are certain we will deliver and #Mozambique #Malawi and #Zimbabwe will recover.,hurricane,hurricane,rescue_volunteering_or_donation_effort
"The United States is mobilizing to provide support to our partners in Malawi, Mozambique, and Zimbabwe to assist with the relief efforts. #CycloneIdai #WeStandWithZim",hurricane,hurricane,rescue_volunteering_or_donation_effort
"Cyclone Idai: €12 million EU assistance in Mozambique, Zimbabwe and Malawi: In Malawi, people will benefit from assistance worth €1 million in the form of food aid &amp; support to recover their livelihoods. The floods in Malawi have had an impact on 860 000 people. @SandraPaesenEU",hurricane,hurricane,other_relevant_information
"#CYCLONEIDAI: Trail of destruction in Chipinge FOLLOW ZimCitizenNews on Instagram, Twitter and Facebook. To send News or join our Official ZimCitizenNews WhatsApp group",hurricane,hurricane,infrastructure_and_utility_damage
"I had never heard of a cyclone in Africa, this severe and very strong cyclone has led to the death of several people in the areas its passing through, especially the coastal Mozambique town of Beira, parts of Zimbabwe and",hurricane,hurricane,injured_or_dead_people
"#UK donates extra €16M in humanitarian aid for cyclone victims in #Mozambique , #Malawi and #Zimbabwe",hurricane,hurricane,rescue_volunteering_or_donation_effort
The network also commends the action taken by government of declaring #CycloneIdai a national disaster and further calls for all stakeholders to get involved in rescue operations @ZIMCODD1 @zimlandrights @ctzibo #Zimbabwe,hurricane,hurricane,rescue_volunteering_or_donation_effort
In #EU ἞A἟A #solidarity w/ those affected by #CycloneIdai in #Mozambique ἟2἟F #Malawi ἟2἟C &amp; #Zimbabwe ἟F἟C I have announced today €3.5M #emergency aid to cover immediate #humanitarian needs: shelter-health-sanitation + @CopernicusEMS #satellite maps to help local response @eu_echo,hurricane,hurricane,rescue_volunteering_or_donation_effort
Please thank the @UKinZimbabwe @UKinMozambique @UKinMalawi teams who have been working flat out to bring relief after #CycloneIdai @DFID_UK too &amp; @decappeal and everyone else #Teamwork,hurricane,hurricane,rescue_volunteering_or_donation_effort
"RT @SkyNews: Cyclone Idai may have killed 1,000 people in Mozambique, says countrys president",hurricane,hurricane,injured_or_dead_people
"This marooned child rescued in the aftermath of #CycloneIdai. Children will be affected the most, some are now orphaned, school has been disrupted and are now more vulnerable to disease (photo credit: African Elections). @ifex @7Dnews @reliefweb @263Chat",hurricane,hurricane,rescue_volunteering_or_donation_effort
"Tanzanian Government donated antibiotics and other types of medicine for the victims of cyclone Idai in Mozambique, Malawi and Zimbabwe, We can’t say thank you enough!!! #CycloneIdaiUPDATE #MozambiqueFloods2019 #Beira #Mozambique #Malawi ASANTENI SANA",hurricane,hurricane,rescue_volunteering_or_donation_effort
Major African city 90% destroyed by massive cyclone. The people whove done the least to change the climate suffer the most.,hurricane,hurricane,infrastructure_and_utility_damage
"Another day, another flight. Today @WFP_UNHAS aviation officer Hugo flew us by Ὠ1 to Quelimane to bring 46 tons of food ἵA and relief items ᾟ0 to be sent to communities living near Chinde in #Mozambique and who have been affected by #CycloneIdai",hurricane,hurricane,rescue_volunteering_or_donation_effort
Meet the women’s football team in Mozambique helping the #CycloneIdai emergency response! ⚽️ @Banyana_Banyana @Janinevanwyk5 @caster800m @SimplyCarol8 @ThatoMoeng @M_Letsholonyane @BafanaBafana @descaptain,hurricane,hurricane,rescue_volunteering_or_donation_effort
"RT @TIME: More than 1,000 people are feared dead after devastating cyclone cripples Mozambique",hurricane,hurricane,injured_or_dead_people
"China’s rescue team donated some $700K-worth of disaster-relief equipment to Mozambique health authorities on Tuesday in Beira, central province of Sofala, the region hardest hit by the devastating tropical cyclone #Idai.",hurricane,hurricane,rescue_volunteering_or_donation_effort
